closed,district,iec_district_id,iec_prov_id,lat,lon,map_accuracy,pc_code,pc_location,pc_name,province,ps_female,ps_male,ps_total,verification_note
0,Lash-E-Juwayn,09,33,31.58175551,61.4925271,تعمیر,3309100,Dombalai Ulya,Dombalai Ulya Primary School ,Farah,1,2,3,Building
0,Lash-E-Juwayn,09,33,31.5660903600001,61.669087743,تعمیر,3309099,Dewalak Ha,Dewalak Ha Secondary School ,Farah,1,1,2,Building
0,Bakwa,08,33,32.2413899400001,62.94936649,قریه,3308108,Bakwa District Center,Center Mosque (Sultan Bakwa),Farah,1,3,4,Village
0,Anar Dara,07,33,32.6174747700001,61.5395936700001,تعمیر,3307068,Sadkah,Sadka Mosque ,Farah,1,1,2,Building
0,Anar Dara,07,33,32.7082935000001,61.6862643900001,تعمیر,3307067,Gorkak,Gorkak Mosque ,Farah,1,1,2,Building
0,Anar Dara,07,33,32.7606880300001,61.65126257,تعمیر,3307064,Anar Dara Center,Shaikh Abdul Samad Nazari High School ,Farah,1,2,3,Building
0,Anar Dara,07,33,32.5903277300001,61.56688102,تعمیر,3307063,Kalata Alam Khan ,Kalata Alam Khan New Secondary School ,Farah,1,1,2,Building
0,Anar Dara,07,33,32.6449268500001,61.6003619300001,تعمیر,3307062,Zehkan,Zehkan School,Farah,1,1,2,Building
0,Bala Buluk,06,33,32.6231958500001,62.5138753300001,تعمیر,3306244,Khwaja Khezar ,Haji Mohammd Ewaz Mosque,Farah,1,1,2,Building
0,Bala Buluk,06,33,32.55465646,62.92185757,تعمیر,3306136,Chakab ,Chakab Mosque,Farah,1,1,2,Building
0,Bala Buluk,06,33,32.61148454,62.5248647300001,تعمیر,3306135,Dehzak ,Dehzak Mosque ,Farah,1,1,2,Building
0,Bala Buluk,06,33,32.62113816,62.5025142900001,تعمیر,3306131,Shewan Village ,Shewan Mosque  ,Farah,1,2,3,Building
0,Bala Buluk,06,33,32.7635759400001,62.5792490500001,تعمیر,3306130,Todanak ,Todanak Mosque ,Farah,1,1,2,Building
0,Shib Koh,05,33,32.13557191,61.69447103,تعمیر,3305089,Bajdeh ,Bajdeh Primary School,Farah,1,1,2,Building
0,Shib Koh,05,33,32.14780934,61.455353,تعمیر,3305088,Du Qala,Du Qala Girls High School ,Farah,1,2,3,Building
0,Qala-E-Kah,04,33,32.3002330100001,61.26587613,تعمیر,3304083,Joy-E-Cheshma,Joy-E-Cheshma Mosque ,Farah,1,1,2,Building
0,Qala-E-Kah,04,33,32.34646992,61.3915232200001,تعمیر,3304082,Kojar,Kojar Mosque ,Farah,1,1,2,Building
0,Qala-E-Kah,04,33,32.27808974,61.6152597500001,تعمیر,3304078,Duzd Bar,Malak Akhtar Mosque ,Farah,1,2,3,Building
0,Qala-E-Kah,04,33,32.3535108500001,61.41855049,قریه,3304077,Chah-E-Zendan ,Chah-E-Zendan Boys High School ,Farah,1,1,2,Village
0,Khak-E-Safed,03,33,32.84876527,61.9610663500001,قریه,3303061,Najo Village ,Najo (Kuchi),Farah,1,1,2,Village
0,Pushtrud,02,33,32.4141372900001,62.0030270200001,تعمیر,3302041,Rokin ,Rokin Secondary School ,Farah,1,2,3,Building
0,Pushtrud,02,33,32.45730227,62.0441769400001,تعمیر,3302040,Masaw ,Masaw Agriculture High School ,Farah,1,1,2,Building
0,Farah,01,33,32.4700277500001,62.2189930400001,قریه,3301037,Khazana (Kuchi),Shurab Village North East Tent,Farah,2,1,3,Village
0,Farah,01,33,32.3586066350001,61.9681863800001,قریه,3301036,Amir Abad (Kuchi),Kariz Shaikh Ha Western Tent,Farah,2,1,3,Village
0,Farah,01,33,32.07098589,61.9257539600001,تعمیر,3301031,Takht,Takht Mosque,Farah,1,3,4,Building
0,Farah,01,33,32.36805555,62.1025,تعمیر,3301030,Nahia 4,Mahboba Popal Girls High School,Farah,2,2,4,Building
0,Farah,01,33,32.3366998700001,62.0252258000001,تعمیر,3301024,Dar Abad Payen,Girls High School,Farah,1,3,4,Building
0,Farah,01,33,32.3783761200001,62.0390078500001,تعمیر,3301023,Ginehkan,Boys High School,Farah,1,3,4,Building
0,Farah,01,33,32.323056,62.09878202,تعمیر,3301008,Kahdanak ,Girls High School,Farah,2,2,4,Building
0,Farah,01,33,32.3364400300001,62.0699364300001,تعمیر,3301007,Shor Abad,Shor Abad Mosque,Farah,2,2,4,Building
0,Pur Chaman,11,33,33.0145363500001,63.84086121,تعمیر,3311213,Deh Turkan ,Deh Turkan Mosque ,Farah,1,1,2,Building
0,Pur Chaman,11,33,33.1383163500001,63.46842169,تعمیر,3311212,Khair Abad ,Khair Abad Mosque,Farah,1,2,3,Building
0,Pur Chaman,11,33,33.4275850900001,63.8550232100001,تعمیر,3311204,Walima,Walima Mosque  ,Farah,1,1,2,Building
0,Pur Chaman,11,33,33.34990626,63.8090856000001,تعمیر,3311203,Larust ,Larust Mosque  ,Farah,1,1,2,Building
0,Pur Chaman,11,33,33.3113668,63.65673637,تعمیر,3311201,Raz Kelagai ,Raz Kelagai Mosque  ,Farah,1,1,2,Building
0,Pur Chaman,11,33,33.0045779300001,64.2119980900001,تعمیر,3311190,Sepawast ,Sepawast Mosque ,Farah,1,1,2,Building
0,Pur Chaman,11,33,32.8888398500001,63.8368371000001,تعمیر,3311189,Chorag,Chorag Primary School,Farah,1,2,3,Building
0,Lash-E-Juwayn,09,33,31.7478356200002,61.58565518,تعمیر,3309107,Panj Deh ,Panj Deh Primary School ,Farah,1,2,3,Building
0,Lash-E-Juwayn,09,33,31.7116704200001,61.6202809100001,تعمیر,3309095,Jawin District Center ,Ibn-E-Eman Jaweni High School ,Farah,1,1,2,Building
1,Bakwa,08,33,32.2015407600001,63.0204999200001,قریه,3308115,Ghazi Abad ,Ghazi Abad Mosque  ,Farah,1,1,2,Village
0,Bala Buluk,06,33,32.8668973900001,62.4463268900001,تعمیر,3306162,Aab Khurma,Aab Khurma Mosque ,Farah,1,2,3,Building
0,Shib Koh,05,33,32.1450063800001,61.41170881,تعمیر,3305094,Jarag,Jarag Primary School ,Farah,1,2,3,Building
0,Shib Koh,05,33,32.3192884,61.71466207,تعمیر,3305093,Kariz Malham ,Primary School ,Farah,1,1,2,Building
0,Pushtrud,02,33,32.5301823,62.02966153,قریه,3302048,Kariz Badal (Kuchi),Kariz Badal ,Farah,1,1,2,Village
0,Pushtrud,02,33,32.5186734900001,62.1978708100001,قریه,3302046,Saj ,Saj Secondary School ,Farah,1,1,2,Village
0,Farah,01,33,32.3931809500001,62.06882933,تعمیر,3301027,Barank Toot,Primary School,Farah,1,3,4,Building
0,Farah,01,33,32.46806666,62.2040083300001,تعمیر,3301026,Sor Shurab,Sor Shurab High School,Farah,2,2,4,Building
0,Farah,01,33,32.4984722200001,62.2623055500001,تعمیر,3301019,Shamalgah,Shamalgah High School,Farah,2,2,4,Building
0,Farah,01,33,32.3715541700001,61.9830132900001,تعمیر,3301018,Kariz Shaikh Ha,Secondary School,Farah,1,3,4,Building
0,Farah,01,33,32.3854233500001,62.0230888300001,تعمیر,3301016,Ruj,Boys High School,Farah,2,2,4,Building
0,Farah,01,33,32.3497783300001,62.03144961,تعمیر,3301015,Dar Abad Bala,Molla Moeen High School,Farah,2,2,4,Building
0,Farah,01,33,32.0729591600001,61.8142564400001,تعمیر,3301013,Tajag,Secondary School,Farah,1,3,4,Building
0,Farah,01,33,32.2398350800001,62.0162206700001,تعمیر,3301012,Nawda,Shir Ali Khan Girls High School,Farah,2,2,4,Building
0,Farah,01,33,32.283767259,62.047366056,تعمیر,3301246,Karizak,Kariz Male School,Farah,1,2,3,Building
0,Chisht-E-Sharif,16,32,34.3650959250001,64.050541686,تعمیر,3216483,Dara Takht,Shir Khan School,Herat,1,2,3,Building
0,Adraskan,09,32,33.625524775,61.920265068,تعمیر,3209482,Ghulam Kushta,Ghulam Kushta Mosque,Herat,1,2,3,Building
0,Shindand,14,32,33.19163725,62.17600852,تعمیر,3214337,Farmakan ,Farmakan Mosque ,Herat,1,1,2,Building
0,Kohsan,13,32,34.7669376300001,61.0777063300001,قریه,3213447,Naeeb Ghafoor ,Naeeb Ghafoor Mosqu ,Herat,1,2,3,Village
0,Kohsan,13,32,34.5821045500001,61.1964442600001,ولسوالی,3213244,Chah-E-Zaiedi,Kochis Location,Herat,1,1,2,District
0,Kohsan,13,32,35.0492211430001,61.134080919,تعمیر,3213239,Kamana,Kamana Primary School,Herat,2,1,3,Building
0,Obe,12,32,34.3762351600001,63.17450726,تعمیر,3212374,Markaz-E- Obah Duowm,Markaz-E-Obe Duowm Girls School ,Herat,1,2,3,Building
0,Ghoryan,11,32,34.34598678,61.50355861,تعمیر,3211257,Mahal-E- Faqedan,Qaisan Mosque,Herat,1,3,4,Building
0,Ghoryan,11,32,34.34615218,61.4949925800001,تعمیر,3211256,Scond District Center,Wazir Akbar Khan School ,Herat,3,3,6,Building
0,Ghoryan,11,32,34.3411363300001,61.4752358900001,تعمیر,3211246,Ghanjan Center,Ghanjan Mosque ,Herat,1,2,3,Building
0,Adraskan,09,32,33.6325659600001,62.28830146,تعمیر,3209459,Kharchan Qalaa ,Kharchan Qala Primary School ,Herat,1,1,2,Building
0,Adraskan,09,32,33.8195329000001,63.0515001700001,تعمیر,3209297,Gallah Chashmah Village,Gallah-E- Chashmah Tent,Herat,1,1,2,Building
0,Adraskan,09,32,33.6364216900001,61.8398339200001,تعمیر,3209280,Tirgerd Village,Tirgerd Primary School ,Herat,1,1,2,Building
0,Adraskan,09,32,33.5590239000001,62.15869027,تعمیر,3209279,Zulm Abad Village ,Zulm Abad Secondary School ,Herat,1,1,2,Building
0,Adraskan,09,32,33.6214401100001,62.2485756300001,تعمیر,3209276,Deh Sabz Village ,Deh Sabz Primary School ,Herat,1,1,2,Building
0,Adraskan,09,32,33.6439104900001,62.2668806,تعمیر,3209275,Adreskan District Center  ,District Center High School ,Herat,2,2,4,Building
0,Gulran,08,32,35.3678152900001,61.3489753300001,قریه,3208213,Karez E Kuhna,Karez E Kuhna Mosque ,Herat,1,1,2,Village
0,Gulran,08,32,35.3871594600001,61.29799102,قریه,3208212,Dashak,Dashak Mosque ,Herat,1,2,3,Village
0,Gulran,08,32,35.33027556,61.5790027,قریه,3208209,Chah-E-Kasani,Chah-E- Kehsani Mosque,Herat,1,2,3,Village
0,Kushk (Rubat-E-Sangi),07,32,34.8078374900001,62.0825602400001,تعمیر,3207186,Khwaja Qasem Village ,Khwaja Qasem School ,Herat,1,2,3,Building
0,Kushk (Rubat-E-Sangi),07,32,34.8390194400001,62.3890944400001,تعمیر,3207176,Lak Lak Khana ,Lak Lak Khana School ,Herat,1,1,2,Building
0,Kushk (Rubat-E-Sangi),07,32,34.9121292,62.1622113000001,تعمیر,3207173,Deh Zuri Awal Village ,Doghi Mosque ,Herat,0,2,2,Building
0,Pashtun Zarghun,06,32,34.30713044,62.8214643100001,تعمیر,3206439,Khwaja Mohammad Ustad Village,Khwaja Mohammad Ustad School ,Herat,1,1,2,Building
0,Pashtun Zarghun,06,32,34.24369612,62.9563305700001,قریه,3206135,Dasht-E- Naizan Village ,Dasht-E- Naizan School ,Herat,2,1,3,Village
0,Pashtun Zarghun,06,32,34.2258661900001,62.86712427,قریه,3206134,Cheorshi Village ,Cheorshi School ,Herat,2,0,2,Village
0,Pashtun Zarghun,06,32,34.23853407,62.80726072,قریه,3206125,Pushkan Duowm,Pushkan Duowm School ,Herat,1,1,2,Village
0,Pashtun Zarghun,06,32,34.2274828200001,62.69141857,تعمیر,3206119,Gim Village ,Gim Central High School,Herat,2,3,5,Building
0,Zendajan,05,32,34.3294849000001,61.7371425400001,تعمیر,3205458,Mahala-E- Khwaja Ha-E-Dasht ,Mahala-E- Khwajaha School ,Herat,2,1,3,Building
0,Zendajan,05,32,34.3905633900002,61.78434134,تعمیر,3205261,Shikeban Marvi Awal ,Abu Mansoor Shikeban School ,Herat,1,2,3,Building
0,Guzara,03,32,34.2580860100001,62.4159934200001,تعمیر,3203097,Rubat Meerak Tufchi  Village ,Rubat Meerak Primary School ,Herat,2,3,5,Building
0,Enjil,02,32,34.2975494400001,62.12345029,تعمیر,3202080,Kabrzan Village ,Kabrzan School,Herat,1,2,3,Building
0,Enjil,02,32,34.2760553900001,62.3959184500001,تعمیر,3202079,Sar Hasan Khwaja Village ,Sar Hasan Khwaja Mosque,Herat,2,0,2,Building
0,Enjil,02,32,34.3151771500001,62.11305711,تعمیر,3202075,Maldan Village,Mahal-E- Najoha School,Herat,1,2,3,Building
0,Enjil,02,32,34.38327766,62.1224910000001,تعمیر,3202074,Shadi-E- Bara Ulya,Khwaja Mohammad Kohee Secondary School,Herat,1,2,3,Building
0,Enjil,02,32,34.31847386,62.23636988,تعمیر,3202057,Oqab-E-Kababeyan Village ,Kababeyan Secondary School  ,Herat,1,2,3,Building
0,Herat,01,32,34.35364074,62.21555959,تعمیر,3201432,Municipality First Nahia ,Herat Prison ,Herat,2,3,5,Building
0,Herat,01,32,34.381693547,62.135527585,تعمیر,3201431,D12 - Nahia 12,Jebrail Girls School ,Herat,7,5,12,Building
0,Herat,01,32,34.34839744,62.26830597,تعمیر,3201426,D11 - Nahia 11,Now Abad Mosque,Herat,2,3,5,Building
0,Herat,01,32,34.3676484700001,62.20068488,تعمیر,3201425,D05 - Nahia 5,Bagh-E-Dasht Mosque,Herat,4,3,7,Building
0,District_05,01,32,34.375449718,62.1994807560001,تعمیر,3201473,Esteqlal Bagh Dashd High School,Bagh Dasht Esteqlal High School,Herat,1,2,3,Building
0,Chisht-E-Sharif,16,32,34.3508072400001,63.67490371,تعمیر,3216395,Tagab Ghaza,Tagaab Ghaza Mosque ,Herat,1,1,2,Building
0,Chisht-E-Sharif,16,32,34.3567349,63.5607953300001,تعمیر,3216394,Asfar-E-Dwat,Asfar-E-Dwat School,Herat,1,2,3,Building
0,Shindand,14,32,33.1315075300001,62.6000955100001,قریه,3214349,Khair Abad ,Khair Abad Clinic,Herat,1,1,2,Village
1,Shindand,14,32,33.2863404300001,61.9756851,قریه,3214348,Karizk Duowm ,Shand Mosque ,Herat,1,1,2,Village
0,Shindand,14,32,33.3659923000001,62.2498687300001,قریه,3214327,Mughelan Village,Mughelan-E-Kuhna Mosque ,Herat,1,1,2,Village
0,Shindand,14,32,33.3542693600001,62.28838682,قریه,3214326,Deh Pahlawan ,Haji Sultan Khan Mosque ,Herat,1,1,2,Village
0,Shindand,14,32,33.27459786,62.11055951,تعمیر,3214309,Khaifan Awal ,Haji Nazir Mosque ,Herat,1,1,2,Building
0,Shindand,14,32,33.2938134800001,62.15212498,تعمیر,3214308,Pa Kashak ,Haji Allahudeen Khan Mosque ,Herat,1,2,3,Building
0,Shindand,14,32,33.3457396000001,62.1503058700001,تعمیر,3214305,Posht-E-Shahr ,Ibrahim Khan Mosque ,Herat,1,1,2,Building
0,Shindand,14,32,33.3452002600001,62.1597336900001,تعمیر,3214304,Shur Abad ,Shur Abad School ,Herat,1,3,4,Building
0,Kohsan,13,32,34.7430499600001,61.1154208400001,قریه,3213243,Mustafa Big  ,Mustafa Big Primary School ,Herat,2,1,3,Village
0,Kohsan,13,32,34.6387318800001,61.22437925,قریه,3213242,Qala-E-Sardar  ,Qala-E- Sardar Primary School,Herat,1,1,2,Village
0,Kohsan,13,32,34.5659408400001,61.32219273,تعمیر,3213237,Ahmad Abad,Ahmad Abad Primary School ,Herat,2,1,3,Building
0,Kohsan,13,32,34.67090116,61.0886774,تعمیر,3213236,Islam Qala ,Islam Qala Secondary School ,Herat,3,4,7,Building
0,Kohsan,13,32,34.6567367200001,61.1146606400001,تعمیر,3213233,Qodoos Abad-E-Duowm ,Qodos Abad-E- Dowom School,Herat,2,2,4,Building
0,Kohsan,13,32,34.7980816800001,61.09388579,تعمیر,3213232,Qazal Islam ,Qazal Islam Scondary School,Herat,1,2,3,Building
0,Obe,12,32,34.26386569,63.0207084300001,تعمیر,3212379,Karshak Zananah ,Karshak Zanana Mosque,Herat,2,0,2,Building
0,Obe,12,32,34.26332354,63.020466,تعمیر,3212378,Karshak Village,Karshak Mardanah Mosque,Herat,0,2,2,Building
0,Ghoryan,11,32,34.4956536800001,61.39102211,تعمیر,3211255,Shabesh Village ,Shabesh School ,Herat,1,2,3,Building
0,Ghoryan,11,32,34.4332724100001,61.4411940700001,قریه,3211254,Zangi Sabah Village  ,Zangi Sabah Mosque ,Herat,2,2,4,Village
1,Kushk-E-Kuhna,10,32,34.7245748700001,62.67858543,تعمیر,3210420,Dara -E-Jabal ,Khosh Ast School ,Herat,2,2,4,Building
0,Kushk-E-Kuhna,10,32,34.75132006,62.6013259800001,تعمیر,3210419,Khwaja Shahab  ,Khwaja Shahab Mosque ,Herat,1,1,2,Building
0,Kushk-E-Kuhna,10,32,34.8093853600001,62.4763261400001,قریه,3210410,Kariz-E-Zaman Village,Kariz-E- Zaman /Zanana Paheen Mosque,Herat,2,0,2,Village
0,Kushk-E-Kuhna,10,32,34.8177978000001,62.48242571,قریه,3210409,Kariz-E-Zaman Village,Kariz-E- Zaman /Mardana Mosque,Herat,0,3,3,Village
0,Adraskan,09,32,33.78645091,61.37585892,قریه,3209463,Kaftari ,Kaftari Mosque ,Herat,1,1,2,Village
0,Adraskan,09,32,33.88895627,62.40139748,قریه,3209462,Zard Alogak ,Zard Alogak Mosque ,Herat,1,1,2,Village
1,Adraskan,09,32,33.71521787,61.07780426,قریه,3209296,Pozaha-E- Seya Village,Pozaha-E- Seya Mosque ,Herat,2,1,3,Village
0,Adraskan,09,32,33.58425811,62.5514087000001,تعمیر,3209295,Chenar Village,Chenar Mosque ,Herat,1,1,2,Building
0,Adraskan,09,32,33.7363363400001,62.275976,تعمیر,3209292,Chahar Sang ,Chahar Sang Mosque ,Herat,2,1,3,Building
0,Adraskan,09,32,33.7325425700001,62.7418184600001,تعمیر,3209291,Karocha ,Karocha Scondary School ,Herat,1,1,2,Building
0,Adraskan,09,32,33.663515,62.8982292300001,تعمیر,3209288,Takhab ,Takhab Mosque ,Herat,1,1,2,Building
0,Adraskan,09,32,33.6023543000001,62.8669964900001,تعمیر,3209287,Shirzad Village,Shirzad Mosque ,Herat,1,1,2,Building
0,Gulran,08,32,34.8510349800001,61.8740725500001,قریه,3208228,Rubat Sargaradan ,Kochis Location,Herat,1,1,2,Village
0,Gulran,08,32,35.27982619,61.48849991,قریه,3208202,Seya Kamarak ,Seya Kamarak Primary School ,Herat,1,2,3,Village
1,Gulran,08,32,35.1864695500001,61.5507497400001,قریه,3208201,Chahe Aab Garmi,Chahe Aab Garmi Mosque ,Herat,1,2,3,Village
0,Kushk (Rubat-E-Sangi),07,32,35.09574112,62.3231207800001,قریه,3207192,Yakatoot Village,Yakatoot School ,Herat,1,2,3,Village
0,Kushk (Rubat-E-Sangi),07,32,35.1863132100001,62.1908101600001,تعمیر,3207191,Barjenak Village ,Barjenak School ,Herat,1,2,3,Building
0,Pashtun Zarghun,06,32,34.2466060300001,62.8686349800001,قریه,3206144,Boreya Baf Village ,Boreya Baf School ,Herat,1,1,2,Village
0,Pashtun Zarghun,06,32,34.30594526,62.5180311500001,تعمیر,3206143,Tunion Village  ,Tunion School ,Herat,1,1,2,Building
0,Zendajan,05,32,34.3425873400001,61.74732555,قریه,3205270,District Center ,Fushanj  School ,Herat,1,1,2,Village
0,Zendajan,05,32,34.1520079200001,61.92164462,تعمیر,3205269,Pehrah ,Pehrah School ,Herat,1,2,3,Building
0,Guzara,03,32,34.27707687,62.0648232900001,تعمیر,3203437,Kalata Mazreha ,Kalata Mazreha Mosque ,Herat,1,1,2,Building
0,Guzara,03,32,34.03959817,62.0779188700001,ولسوالی,3203118,Sharb-E-Paeen Village,Kochis Location,Herat,1,1,2,District
0,Guzara,03,32,34.28207419,62.04265119,تعمیر,3203110,Farjai Village ,Farjai Primary School,Herat,1,1,2,Building
0,Guzara,03,32,34.22380087,62.04455404,تعمیر,3203109,Tezan Village ,Tezan Secondary School ,Herat,1,1,2,Building
0,Guzara,03,32,34.22814309,62.2199725000001,تعمیر,3203106,Mahalla-E- Baghaban Ha,Wazir Fath Khan High School ,Herat,2,3,5,Building
0,Guzara,03,32,34.2408945700001,62.4206124900001,تعمیر,3203105,Bechqi Village ,Bechqi Mosque ,Herat,1,1,2,Building
0,Guzara,03,32,34.2154767700001,62.15089527,تعمیر,3203095,Malan Village ,Malan High School ,Herat,1,2,3,Building
0,Gomal,08,12,32.7424917300001,68.94004699,قریه,1208136,Tabot,Saied Ahmad Madrassa,Paktika,2,0,2,Village
0,Jani Khel,09,12,32.7641763500001,68.4006447300001,تعمیر,1209110,District Center,Jani Khel Bazaar Mosque,Paktika,3,0,3,Building
0,Jani Khel,09,12,32.7482795600001,68.3986001900001,قریه,1209111,Jalalzo,Molla Ghani Guest House,Paktika,0,2,2,Village
0,Jani Khel,09,12,32.7629491500001,68.3971027200001,قریه,1209117,Jafar,Ahmad Guest House,Paktika,0,2,2,Village
0,Jani Khel,09,12,32.7628,68.3970109300001,قریه,1209118,Jafar,Zekria Guest House,Paktika,2,0,2,Village
0,Urgoon,11,12,32.9389391300001,69.24188991,قریه,1211177,Bebi Kot Village,Bebi Kot Mosque,Paktika,0,2,2,Village
0,Nika,13,12,33.1727249,69.24836985,قریه,1213201,Tori Khel,Tori Khel Mosque,Paktika,0,3,3,Village
0,Nika,13,12,33.14792194,69.2354036200001,قریه,1213202,Tori Khel,Zafar Jan Guest House,Paktika,3,0,3,Village
0,Urgoon,11,12,32.900984065,69.2697668370001,قریه,1211186,Shaikhan Village,Zarif Guest House,Paktika,1,3,4,Village
0,Urgoon,11,12,32.9253963000001,69.25700206,قریه,1211296,Peer Koti,Per Koti Clinic,Paktika,0,2,2,Village
0,Barmal,14,12,32.62538879,69.24444226,قریه,1214248,Malik Shahi,Malik Shahi Madrassa,Paktika,2,0,2,Village
0,Giyan,15,12,32.96675301,69.3396876,قریه,1215269,Ogo Hast,Jangir Mosque,Paktika,0,3,3,Village
0,Giyan,15,12,32.9681553500001,69.34073935,قریه,1215270,Ogo Hast,Nazar Gul Guest House,Paktika,3,0,3,Village
0,Wazakhwah,17,12,32.18532421,68.25623665,قریه,1217299,Marjan Village,Marjan Village Tent,Paktika,3,0,3,Village
0,Dila Wa Khushamand,16,12,32.5970838000001,68.04435485,قریه,1216210,District Center,Health Clinic,Paktika,1,3,4,Village
0,Dila Wa Khushamand,16,12,32.6220376700001,68.0878679700001,قریه,1216212,Atargai,Gul Sadin Guest House,Paktika,1,1,2,Village
0,Wor Mamy,18,12,31.7745255300001,68.8696550300001,قریه,1218302,Do Cheena Village ,2 Cheena Village Mosque,Paktika,2,0,2,Village
0,Sayyid Karam,06,13,33.6041821500001,69.49169727,قریه,1306037,Dam Mangal,Nek Mohammad Hojra,Paktya,2,0,2,Village
0,Wuza Zadran,05,13,33.4624368500001,69.49360029,قریه,1305122,Shelm,Qadir Jan Hojra,Paktya,2,0,2,Village
0,Laja Mangal,12,13,33.7024079700001,69.6231838200001,قریه,1312154,"Sharabak, Laja Mangal",Sharabak Primary School,Paktya,0,2,2,Village
0,Dand Patan,11,13,33.8319444000001,69.9022222,قریه,1311185,Narai Zawar,Secondary School,Paktya,0,2,2,Village
0,Laja Mangal,12,13,33.81125735,69.6298195600001,قریه,1312146,"Chargo Village, Laja Mangal ",Laja Mangal School,Paktya,0,2,2,Village
0,Ali Sher,08,14,33.45988143,70.21944023,قریه,1408055,Babrak Tana Village,Babrak Tana Village Tent,Khost,1,1,2,Village
0,Garm Ser,06,30,31.13029878,64.1925544,تعمیر,3006119,Haji Sayed Mir Khan,Hazar Joft School,Helmand,1,4,5,Building
0,Panjwayee,04,27,31.4782510700001,65.32941981,قریه,2704191,Talgan,Mullah Atta Mohamamd Place,کندهار,4,5,9,Village
0,Sholgara,07,21,36.2207309,66.9084596800001,قریه,2107271,Pul Barq,Tila Qarya Dar Private House ,Balkh,1,1,2,Village
0,Zendajan,05,32,34.33691066,61.7678706500001,تعمیر,3205272,Qala-E Rig ,Amir Maawia Primary School ,Herat,3,0,3,Building
0,Nijrab,05,02,34.99662751,69.6836793200001,قریه,0205041,Husain Khel,Mohammad Ayoub Secondary School,Kapisa,1,1,2,Village
0,Kabul-D02,01,01,34.51573382,69.1698551200001,تعمیر,0101021,Joy Sher,Ansari High School,Kabul,3,4,7,Building
0,Kabul-D03,01,01,34.5125100000001,69.15076,تعمیر,0101040,"Naw Abad, Dehmazang",Amir Hamza Secondary School,Kabul,2,3,5,Building
0,Kabul-D04,01,01,34.5390762700001,69.1572067500001,تعمیر,0101059,Kolula Pushta,Imam Reza E Ghareeb Mosque,Kabul,3,3,6,Building
0,Kabul-D05,01,01,34.52250632,69.08491043,تعمیر,0101079,Qala-E-Tufan,Itifaq Mosque,Kabul,1,2,3,Building
0,Kabul-D06,01,01,34.5056111100001,69.1060555500001,تعمیر,0101098,Qala-E-Nazer,Mohammad Asif Mayel High School,Kabul,4,4,8,Building
0,Kabul-D06,01,01,34.4987518400001,69.09900221,تعمیر,0101099,Deh Qabil Village,Ali Naqi Mosque,Kabul,1,2,3,Building
0,Kabul-D06,01,01,34.50246264,69.12148858,تعمیر,0101118,Qala-E-Shahada,Ummulbanin High School,Kabul,4,4,8,Building
0,Kabul-D07,01,01,34.48385439,69.1655707800001,تعمیر,0101139,Wasil Abad,Omra Khan High School,Kabul,3,4,7,Building
0,Kabul-D08,01,01,34.5052225400001,69.20667875,تعمیر,0101155,Itifaq Mosque,Amina Fidawi Girls High School,Kabul,3,3,6,Building
0,Kabul-D08,01,01,34.5029290500001,69.22210894,تعمیر,0101174,"Rahman Mina, Phase B",Shaikh Najmuddin Akhundzada Mosque,Kabul,1,1,2,Building
0,Kabul-D09,01,01,34.5228565200001,69.19100512,تعمیر,0101190,Shashdarak,Shah Darak Estern Mosque,Kabul,1,1,2,Building
0,Kabul-D09,01,01,34.5257615200001,69.1901566000001,تعمیر,0101191,Shashdarak,Setara High School,Kabul,2,2,4,Building
0,Kabul-D10,01,01,34.5421385200001,69.1698296600001,تعمیر,0101206,Naw Abad Chahar Qala,Hazrat Omer Farooq Mosque,Kabul,1,1,2,Building
0,Kabul-D10,01,01,34.5293278700001,69.1834874400001,تعمیر,0101226,Wazir Akbar Khan,Amani High School,Kabul,2,3,5,Building
0,Kabul-D10,01,01,34.53561388,69.1824611100001,تعمیر,0101227,Wazir Akbar Khan,Wazir Akbar Khan Mosque,Kabul,1,2,3,Building
0,Kabul-D11,01,01,34.5727333300001,69.13266388,تعمیر,0101245,Qala-E-Najarha,Imam-E-Zaman Mosque,Kabul,3,3,6,Building
0,Kabul-D13,01,01,34.4952497700001,69.0829015400001,تعمیر,0101259,Dasht-E-Best Hazari,Kazimia Mosque,Kabul,1,2,3,Building
0,Kabul-D13,01,01,34.4967637400001,69.0980122300001,تعمیر,0101260,Deh Qabil Village,Sanaie Mosque,Kabul,1,2,3,Building
0,Kabul-D13,01,01,34.4974735700001,69.0869927800001,تعمیر,0101280,Qala-E-Sultan Jan,Mir Sayed Ali Yakhsuz Mosque,Kabul,2,2,4,Building
0,Kabul-D15,01,01,34.5694444400001,69.1625,تعمیر,0101296,Khair Khana Electricity Junction,Khwaja Bughra No.2 Secondary School,Kabul,4,4,8,Building
0,Kabul-D16,01,01,34.52997563,69.26938616,تعمیر,0101313,Halo Khel,Halo Khel Secondary School,Kabul,2,2,4,Building
0,Kabul-D18,01,01,34.6635438520001,69.2727987170001,تعمیر,0101508,Shahrak-E-Mohammadia,Shahrak-E-Mohammadia High School,Kabul,2,2,4,Building
0,Paghman,02,01,34.5331514600001,68.9804209900001,تعمیر,0102409,Karezak,Hazrat-E-Khalid Ibne Walid High School,Kabul,1,1,2,Building
