Long,Lat,ps_male,pc_name,PC-number,province,ps_total,district,ps_female,pc_location,iec_prov_id,map_accuracy,iec_district_id
62.86712427000002,34.225866190000005,0,Cheorshi School,3206134,Herat,2,Pashtun Zarghun,2,Cheorshi Village,32,Village,6
62.956330570000006,34.24369612000004,1,Dasht-E- Naizan School,3206135,Herat,3,Pashtun Zarghun,2,Dasht-E- Naizan Village,32,Village,6
62.82146431000003,34.30713044000001,1,Khwaja Mohammad Ustad School,3206439,Herat,2,Pashtun Zarghun,1,Khwaja Mohammad Ustad Village,32,Building,6
62.162211300000074,34.91212920000002,2,Doghi Mosque,3207173,Herat,2,Kushk (Rubat-E-Sangi),0,Deh Zuri Awal Village,32,Building,7
62.08256024000006,34.807837490000054,2,Khwaja Qasem School,3207186,Herat,3,Kushk (Rubat-E-Sangi),1,Khwaja Qasem Village,32,Building,7
61.297991020000026,35.38715946000006,2,Dashak Mosque,3208212,Herat,3,Gulran,1,Dashak,32,Village,8
61.348975330000016,35.36781529000007,1,Karez E Kuhna Mosque,3208213,Herat,2,Gulran,1,Karez E Kuhna,32,Village,8
62.26688060000002,33.64391049000003,3,District Center High School,3209275,Herat,5,Adraskan,2,Adreskan District Center,32,Building,9
62.248575630000026,33.62144011000001,2,Deh Sabz Primary School,3209276,Herat,3,Adraskan,1,Deh Sabz Village,32,Building,9
62.15869027000007,33.55902390000005,2,Zulm Abad Secondary School,3209279,Herat,3,Adraskan,1,Zulm Abad Village,32,Building,9
62.28830146000005,33.63256596000007,1,Kharchan Qala Primary School,3209459,Herat,2,Adraskan,1,Kharchan Qalaa,32,Building,9
61.475235890000064,34.34113633000002,2,Ghanjan Mosque,3211246,Herat,3,Ghoryan,1,Ghanjan Center,32,Building,11
61.494992580000016,34.34615218000004,3,Wazir Akbar Khan School,3211256,Herat,6,Ghoryan,3,Scond District Center,32,Building,11
61.503558610000006,34.345986780000004,3,Qaisan Mosque,3211257,Herat,4,Ghoryan,1,Mahal-E- Faqedan,32,Building,11
63.17450726000001,34.37623516000005,2,Markaz-E-Obe Duowm Girls School,3212374,Herat,3,Obe,1,Markaz-E- Obah Duowm,32,Building,12
61.13408091900003,35.04922114300005,1,Kamana Primary School,3213239,Herat,3,Kohsan,2,Kamana,32,Building,13
61.077706330000055,34.766937630000015,2,Naeeb Ghafoor Mosqu,3213447,Herat,3,Kohsan,1,Naeeb Ghafoor,32,Village,13
61.920265068000035,33.625524775000024,2,Ghulam Kushta Mosque,3209482,Herat,3,Adraskan,1,Ghulam Kushta,32,Building,9
64.050541686,34.36509592500003,2,Shir Khan School,3216483,Herat,3,Chisht-E-Sharif,1,Dara Takht,32,Building,16
62.04736605600001,32.28376725900004,3,Kariz Male School,3301246,Farah,4,Farah,1,Karizak,33,Building,1
62.01622067000004,32.23983508,2,Shir Ali Khan Girls High School,3301012,Farah,4,Farah,2,Nawda,33,Building,1
61.81425644000004,32.07295916,3,Secondary School,3301013,Farah,4,Farah,1,Tajag,33,Building,1
62.03144961000002,32.34977833000004,2,Molla Moeen High School,3301015,Farah,4,Farah,2,Dar Abad Bala,33,Building,1
62.02308883000005,32.385423350000025,3,Boys High School,3301016,Farah,5,Farah,2,Ruj,33,Building,1
61.98301329,32.37155417,3,Secondary School,3301018,Farah,4,Farah,1,Kariz Shaikh Ha,33,Building,1
62.26230555000005,32.498472220000046,2,Shamalgah High School,3301019,Farah,4,Farah,2,Shamalgah,33,Building,1
62.20400833000006,32.46806666000001,2,Sor Shurab High School,3301026,Farah,4,Farah,2,Sor Shurab,33,Building,1
62.06882933000001,32.39318095000004,3,Primary School,3301027,Farah,4,Farah,1,Barank Toot,33,Building,1
61.71466207,32.31928840000003,1,Primary School,3305093,Farah,2,Shib Koh,1,Kariz Malham,33,Building,5
61.41170881000002,32.14500638000003,2,Jarag Primary School,3305094,Farah,3,Shib Koh,1,Jarag,33,Building,5
62.44632689000006,32.86689739000007,2,Aab Khurma Mosque,3306162,Farah,3,Bala Buluk,1,Aab Khurma,33,Building,6
61.62028091000006,31.71167042000006,2,Ibn-E-Eman Jaweni High School,3309095,Farah,3,Lash-E-Juwayn,1,Jawin District Center,33,Building,9
61.585655180000046,31.747835620000032,2,Panj Deh Primary School,3309107,Farah,3,Lash-E-Juwayn,1,Panj Deh,33,Building,9
63.83683710000007,32.88883985000004,2,Chorag Primary School,3311189,Farah,3,Pur Chaman,1,Chorag,33,Building,11
64.21199809000005,33.00457793000002,1,Sepawast Mosque,3311190,Farah,2,Pur Chaman,1,Sepawast,33,Building,11
63.65673637000002,33.311366800000016,1,Raz Kelagai Mosque,3311201,Farah,2,Pur Chaman,1,Raz Kelagai,33,Building,11
63.809085600000046,33.34990626000004,1,Larust Mosque,3311203,Farah,2,Pur Chaman,1,Larust,33,Building,11
63.85502321000005,33.42758509000001,1,Walima Mosque,3311204,Farah,2,Pur Chaman,1,Walima,33,Building,11
63.468421690000035,33.13831635000001,2,Khair Abad Mosque,3311212,Farah,3,Pur Chaman,1,Khair Abad,33,Building,11
63.84086121000006,33.01453635000006,1,Deh Turkan Mosque,3311213,Farah,2,Pur Chaman,1,Deh Turkan,33,Building,11
62.069936430000034,32.336440030000034,2,Shor Abad Mosque,3301007,Farah,4,Farah,2,Shor Abad,33,Building,1
62.09878202000004,32.323056000000065,3,Girls High School,3301008,Farah,5,Farah,2,Kahdanak,33,Building,1
62.039007850000054,32.37837612000004,3,Boys High School,3301023,Farah,4,Farah,1,Ginehkan,33,Building,1
62.02522580000003,32.336699870000054,4,Girls High School,3301024,Farah,5,Farah,1,Dar Abad Payen,33,Building,1
62.10250000000006,32.36805555000006,2,Mahboba Popal Girls High School,3301030,Farah,4,Farah,2,Nahia 4,33,Building,1
61.92575396000005,32.07098589000002,3,Takht Mosque,3301031,Farah,4,Farah,1,Takht,33,Building,1
61.96818638000006,32.358606635000044,1,Kariz Shaikh Ha Western Tent,3301036,Farah,3,Farah,2,Amir Abad (Kuchi),33,Village,1
62.04417694000004,32.45730227000005,1,Masaw Agriculture High School,3302040,Farah,2,Pushtrud,1,Masaw,33,Building,2
62.00302702000003,32.41413729000002,3,Rokin Secondary School,3302041,Farah,4,Pushtrud,1,Rokin,33,Building,2
61.418550490000015,32.35351085000007,1,Chah-E-Zendan Boys High School,3304077,Farah,2,Qala-E-Kah,1,Chah-E-Zendan,33,Village,4
61.61525975000005,32.278089740000034,2,Malak Akhtar Mosque,3304078,Farah,3,Qala-E-Kah,1,Duzd Bar,33,Building,4
61.391523220000046,32.34646992000005,1,Kojar Mosque,3304082,Farah,2,Qala-E-Kah,1,Kojar,33,Building,4
61.265876130000024,32.30023301000003,1,Joy-E-Cheshma Mosque,3304083,Farah,2,Qala-E-Kah,1,Joy-E-Cheshma,33,Building,4
61.455353000000024,32.14780934000002,2,Du Qala Girls High School,3305088,Farah,3,Shib Koh,1,Du Qala,33,Building,5
61.69447103000003,32.13557191000004,1,Bajdeh Primary School,3305089,Farah,2,Shib Koh,1,Bajdeh,33,Building,5
62.579249050000016,32.76357594000006,1,Todanak Mosque,3306130,Farah,2,Bala Buluk,1,Todanak,33,Building,6
62.50251429000006,32.62113816000004,2,Shewan Mosque,3306131,Farah,3,Bala Buluk,1,Shewan Village,33,Building,6
62.52486473000003,32.61148454000002,1,Dehzak Mosque,3306135,Farah,2,Bala Buluk,1,Dehzak,33,Building,6
62.92185757000003,32.55465646000004,1,Chakab Mosque,3306136,Farah,2,Bala Buluk,1,Chakab,33,Building,6
62.51387533000006,32.62319585000003,1,Haji Mohammd Ewaz Mosque,3306244,Farah,2,Bala Buluk,1,Khwaja Khezar,33,Building,6
61.60036193000005,32.64492685000003,2,Zehkan School,3307062,Farah,3,Anar Dara,1,Zehkan,33,Building,7
61.56688102000002,32.590327730000055,1,Kalata Alam Khan New Secondary School,3307063,Farah,2,Anar Dara,1,Kalata Alam Khan,33,Building,7
61.65126257000001,32.76068803000002,2,Shaikh Abdul Samad Nazari High School,3307064,Farah,3,Anar Dara,1,Anar Dara Center,33,Building,7
61.68626439000006,32.70829350000001,1,Gorkak Mosque,3307067,Farah,2,Anar Dara,1,Gorkak,33,Building,7
61.53959367000003,32.61747477000006,2,Sadka Mosque,3307068,Farah,3,Anar Dara,1,Sadkah,33,Building,7
62.94936649000003,32.24138994000002,4,Center Mosque (Sultan Bakwa),3308108,Farah,5,Bakwa,1,Bakwa District Center,33,Village,8
63.79670430000001,33.00991384000002,2,Rubat Larwand Primary School,3311186,Farah,3,Pur Chaman,1,Rubat Larwand,33,Building,11
63.92588690000005,32.97648092000001,2,Khurram Jan Primary School,3311187,Farah,3,Pur Chaman,1,Khurram Jan,33,Building,11
64.01601197000006,33.101934940000014,1,Tolai Mosque,3311195,Farah,2,Pur Chaman,1,Tolai,33,Building,11
63.961891300000026,33.450267790000034,1,Lakhsar Mosque,3311196,Farah,2,Pur Chaman,1,Lakhsar,33,Building,11
64.12643681000002,32.95242711000001,1,Khaar Mosque,3311207,Farah,2,Pur Chaman,1,Khaar,33,Building,11
64.00260836000005,33.00137676000002,2,Aab Shu Mosque,3311208,Farah,3,Pur Chaman,1,Aab Shu,33,Building,11
64.13805555000003,32.92138888000002,1,Dukhari Mosque ( Kochi ),3311214,Farah,2,Pur Chaman,1,Dukhari (Kochi),33,Building,11
63.76003546000002,32.85031392000007,1,Rud-E-Bar Zuri Mosque,3311215,Farah,2,Pur Chaman,1,Rud-E-Bar Zuri (Kuchi),33,Building,11
63.87902593000005,33.43812165,1,Werdari Mosque,3311218,Farah,2,Pur Chaman,1,Werdari,33,Building,11
63.64472222000004,33.355555550000055,1,Wery Mosque,3311219,Farah,2,Pur Chaman,1,Wery,33,Building,11
61.82101389000004,31.27160914000005,1,Dehak-E-Naroye School,3402018,Nimroz,2,Kang,1,Dehak-E-Naroye,34,Building,2
61.722777770000036,31.40194444000006,1,Sar Loof Village School,3402019,Nimroz,2,Kang,1,Sar Loof Village,34,Building,2
61.85443414000007,30.37172949000005,1,Chagni School,3404024,Nimroz,2,Char Burjak,1,Chagni,34,Building,4
61.850009210000046,30.55341485000001,2,Qala-E-Fatih School,3404025,Nimroz,3,Char Burjak,1,Qala-E-Fatih,34,Building,4
63.37767331000002,32.141368820000004,1,Gawmeshi,3406052,Nimroz,2,Delaram,1,Gawmeshi,34,Village,6
63.27731742,32.05208966000002,1,Perozi Village,3406053,Nimroz,2,Delaram,1,Perozi Village,34,Village,6
62.20084153300005,31.25721646300008,2,Open Field,3403062,Nimroz,3,Asl-E-Chakhansur,1,"Mullah Abdullah, Sarak",34,Village,3
61.85831177000003,30.9465754,4,Rud Aaba High School,3401003,Nimroz,6,Zaranj,2,Zaranj,34,Building,1
61.85829083000003,30.960864260000047,4,Girls High School,3401004,Nimroz,7,Zaranj,3,Zaranj,34,Building,1
62.13666985000002,31.170628760000056,2,Amir Bunyad School,3403033,Nimroz,3,Asl-E-Chakhansur,1,Amir Bunyad Village,34,Building,3
62.15561535000004,31.231216540000013,2,Abdul Rahman House,3403034,Nimroz,3,Asl-E-Chakhansur,1,Abdul Rahman House,34,Building,3
62.79058819000004,31.529107910000047,1,Khash Village Mosque,3405045,Nimroz,2,Khashrod,1,Khash Village,34,Village,5
63.00343441000004,31.771371230000046,2,Manaar Village Mosque,3405046,Nimroz,3,Khashrod,1,Manaar Village,34,Building,5
63.42360641000002,32.16757970000003,2,Gulistan Health Clinic,3406049,Nimroz,3,Delaram,1,District Capital,34,Building,6
63.11865338000006,31.918162690000003,1,Raken Village Mosque,3406050,Nimroz,2,Delaram,1,Raken Village,34,Village,6
70.38212939000003,34.435683400000045,2,Charbagh School,0603091,Nangarhar,3,Surkh Rud,1,Charbagh,6,Building,3
70.57504504000006,34.45500817000003,1,Kochi Village Maidan,0605184,Nangarhar,3,Kama,2,Gach,6,Village,5
70.64170076000002,34.44452124000003,1,Spadree Mosque,0605185,Nangarhar,3,Kama,2,Spadree,6,Building,5
70.55474100000002,34.43609434000005,1,Daag Village Maidan,0605183,Nangarhar,2,Kama,1,Dak Village,6,Village,5
70.61636139000005,34.608157900000016,2,Poory Village Mosque,0606207,Nangarhar,2,Kuz Kunar,0,Bodyalai Poory Village,6,Village,6
70.59916210000003,34.58885470000005,1,Rahmat Abad Mosque,0606208,Nangarhar,2,Kuz Kunar,1,Rahmat Abad,6,Building,6
70.52432349000001,34.29199968000005,2,Katarghey Mosque,0607143,Nangarhar,2,Rodat,0,Katarghey,6,Building,7
70.52398836000002,34.29476250000003,0,Open Space,0607144,Nangarhar,2,Rodat,2,Katarghey,6,Village,7
70.59953018000003,34.63518922000001,2,Bar Kaley Mosque,0612217,Nangarhar,3,Darah-E-Noor,1,Daaga,6,Village,12
70.8024589,34.351195620000034,0,Habib Khan House,0614494,Nangarhar,2,Goshta,2,Dor Khel,6,Village,14
70.70961324000004,34.198829510000024,1,Maroof Cheena Jaame Mosque,0615371,Nangarhar,2,Achin,1,Maroof Cheena,6,Building,15
70.79574478000005,34.19355983000001,0,Hazrat Bilal Madrassa,0616436,Nangarhar,3,Shinwar,3,Sher Garh,6,Building,16
70.84934737,34.21815028,4,28 Viyala School,0616437,Nangarhar,5,Shinwar,1,28 Viyala,6,Building,16
71.04310101000002,34.23152656000005,5,Sher Abad High School,0618502,Nangarhar,7,Lalpoor,2,Lal Poora,6,Building,18
70.81058897000005,34.12724331000002,0,Sarobay Consultancy Office,0620411,Nangarhar,3,Nazyan,3,Sarobay,6,Village,20
68.36227180000002,33.54461661000003,1,Qala-E-Kochi Mosque,1101053,Ghazni,3,Ghazni,2,Qala-E-Kuchi,11,Village,1
70.31333390000002,34.76171157000003,3,Nimnaye Village Mosque,0704067,Laghman,5,Alingar,2,Nimnaye Niazai,7,Village,4
70.33307657000003,34.78086096000002,2,Shekhano High School,0704068,Laghman,4,Alingar,2,Shekhano Village,7,Building,4
70.00169688000004,34.99449891000005,4,Kel Mosque,0705110,Laghman,4,Dawlat Shah,0,Kel,7,Village,5
69.96229837000001,35.02122974000001,2,Nil Khan Mosque,0705111,Laghman,4,Dawlat Shah,2,Nil Khan,7,Building,5
69.55157916000005,35.333279110000014,3,Malsapa Secondar School,0801004,Panjshir,4,Bazarak,1,Malsapa,8,Building,1
69.49857222000001,35.29325779000002,2,Khan Khez Madrassa,0801005,Panjshir,4,Bazarak,2,Khan Khez,8,Building,1
69.63670319000003,35.26676590000003,1,Tund Kho School,0803060,Panjshir,2,Darah,1,Tund Kho,8,Village,3
69.65621924000003,35.32867385000003,1,Pojawa Mosque,0803061,Panjshir,2,Darah,1,Pojawa,8,Building,3
69.41849404000001,35.219947210000015,1,Ladies Clinic,0805037,Panjshir,2,Unaba,1,Kargeem,8,Building,5
69.86552859000003,35.562853970000035,2,Tal Secondary School,0807074,Panjshir,2,Paryan,0,Tal,8,Village,7
69.94444444000001,35.53008611000006,1,Khwaja Arif School,0807075,Panjshir,2,Paryan,1,Aryob,8,Village,7
69.74468233000003,35.23369697000001,3,Parngan Boys School,0808065,Panjshir,3,Abshar,0,Parngan,8,Village,8
68.55878136000004,36.101981810000034,2,Khawaja Alvan Camp,0901020,Baghlan,4,Pul-E-Khumri,2,Khwaja Alvan Old Camp,9,Building,1
68.49578535000005,36.108498840000024,2,Qura Sai School,0901039,Baghlan,3,Pul-E-Khumri,1,"Qura Saiee Payin, Near To Rubatak",9,Building,1
68.35072241000003,35.865797640000025,2,Dara Turan Secondary School,0902086,Baghlan,3,Dahana-E-Ghuri,1,Toran Khawaja Pak Village,9,Building,2
68.60979543000005,35.39629789000002,2,Char Dar Clinic,0903105,Baghlan,4,Dushi,2,Char Dar Village,9,Village,3
69.15451111000002,36.05511391000003,2,Shindara School,0904142,Baghlan,3,Nahreen,1,Shindara Village,9,Building,4
68.77241501000002,36.21851065000001,2,Shair Qadem Baghlan  Clinic,0905053,Baghlan,3,Baglan-E-Jadeed,1,Allawuddin  Village,9,Building,5
68.54702808200004,36.433865478000016,2,Azim Shor,0905072,Baghlan,3,Baglan-E-Jadeed,1,Molla Qadir Village,9,Village,5
68.73463626000004,36.127360640000035,4,Cham Qala,0905073,Baghlan,7,Baglan-E-Jadeed,3,Patan Khil,9,Building,5
69.10871673000005,35.61800535000002,2,Khoshdara Secondary School,0907124,Baghlan,3,Andarab,1,Khoshdara Center,9,Building,7
69.23738564000006,35.86646849000004,2,Chardeh Mosque,0909197,Baghlan,3,Jalga,1,Chardeh,9,Building,9
69.25851230000005,35.97428164000006,2,Warichi Mosque And Madrassa,0909198,Baghlan,4,Jalga,2,Warichi,9,Building,9
68.21418021000004,35.381256680000014,3,Tala Boys High School,0911163,Baghlan,4,Tala Wa Barfak,1,Tala District,9,Building,11
69.72838670000002,36.03196626000003,1,Mohammad Afzal Shaheed School,0913203,Baghlan,2,Khost Wa Firing,1,Char Qeshlaq,9,Building,13
69.54555688000003,36.235041100000025,1,Yahoor Mosque,0914226,Baghlan,3,Gozargah-E-Noor,2,Yahoor,9,Building,14
67.41511200000005,34.77131110000001,1,Toop Ali School,1001015,Bamyan,3,Bamyan,2,"Toop Ali, Char Cheshma Qarghantu",10,Building,1
67.50294848000003,34.80134672000001,1,Peerdad School,1001016,Bamyan,3,Bamyan,2,Peerdad Shebarto,10,Building,1
67.74913900000004,35.205579000000036,3,Kalantarha Council Office,1003037,Bamyan,3,Saighan,0,Kalantarha,10,Building,3
67.99159766000007,35.26018083000002,2,Do Aab Madrassa,1004060,Bamyan,3,Kahmard,1,Do Aab,10,Building,4
67.87022063000003,35.33801297000007,2,Andaab Madrassa,1004061,Bamyan,3,Kahmard,1,Andaab,10,Building,4
66.96754855000005,34.61564408000003,1,Anda Girls High School,1005083,Bamyan,2,Yakawlang,1,Anda,10,Building,5
67.14211230000004,34.214595730000006,2,Jawqol Mosque,1007122,Bamyan,3,Waras,1,Jawqol,10,Building,7
66.83304608000002,34.26609121000004,1,Kharaba Qol Mosque,1007123,Bamyan,2,Waras,1,Kharaba Qol,10,Building,7
67.14372961000002,34.155836640000054,1,Derandar Mosque,1007144,Bamyan,2,Waras,1,Derandar,10,Building,7
67.25349075000007,34.11276868000002,1,Ghorzelaw Mosque,1007145,Bamyan,2,Waras,1,Ghor Zalaab,10,Building,7
68.39725351000003,33.53737780000006,0,Haider Abad Bala Girls School,1101005,Ghazni,5,Ghazni,5,Near To First Road Of Qala E Qadam Khan,11,Building,1
68.40742535000001,33.579771920000034,0,Aman Zaman Mosque,1101026,Ghazni,5,Ghazni,5,Nawabad Village,11,Building,1
68.41784814000003,33.565384250000065,4,Sanayee High School,1101027,Ghazni,4,Ghazni,0,Qala-E-Raees,11,Building,1
68.37399460000003,33.491228300000024,2,Zargar Mosque,1101048,Ghazni,3,Ghazni,1,Zargar Village,11,Building,1
68.01620176100003,33.52228128000005,3,Qoul Asil New School,1106106,Ghazni,3,Jaghatu,0,Qabaq Village,11,Building,6
68.24781458000005,33.46144592000006,3,Qala-E-Mohammad Khan Mosque,1104127,Ghazni,4,Waghaz,1,Qala-E-Mohammad Khan,11,Village,4
68.49731715000004,33.37937043000005,0,Sarferaz Payen Village Mosque,1107238,Ghazni,2,Andar,2,Qala-E-Sarferaz Payen,11,Village,7
67.98779345000005,33.38216028000004,3,Mohammadia Madrassa,1111176,Ghazni,3,Qara Bagh,0,Qalia Qul Village,11,Building,11
67.53666919000004,34.08735219000005,2,Ahl-E-Bayt Madrassa,1110272,Ghazni,3,Nawur,1,Sartoop Village,11,Building,10
68.79638559000003,33.19301011000001,4,Dulow Mosque,1201011,Paktika,4,Sharan,0,Dulow,12,Village,1
67.28327576000001,33.03708753000005,4,Baba High School,1114324,Ghazni,6,Jaghuri,2,Baba Village,11,Building,14
67.57063702000004,33.19326195000005,1,3 Pay-E-Khudaydad Village  High School,1114344,Ghazni,2,Jaghuri,1,3 Pay-E-Khudaydad Village,11,Building,14
67.88120633000004,32.91769464000003,3,Laram Village Mosque,1115366,Ghazni,4,Muqur,1,Laram Village,11,Building,15
67.23296906000006,33.32733908000004,2,Mir Ahmad Mohabat Mosque,1116309,Ghazni,3,Malistan,1,Mohabat Lalchak Village,11,Building,16
68.78734656000005,33.17558918,7,Ali Baba High School,1201001,Paktika,7,Sharan,0,Sharana,12,Building,1
68.55838077000003,32.96455173000002,4,Mest Mosque,1203043,Paktika,4,Yosuf Khel,0,Mest Sagi,12,Village,3
68.55841814000004,32.96455489000003,0,Ramazan Guest House,1203044,Paktika,3,Yosuf Khel,3,Mest,12,Village,3
69.14553711000005,32.888340360000015,2,Baba Sahib Shaikhan School,1211169,Paktika,2,Urgoon,0,Shaikhia Argon,12,Building,11
69.38400933000007,32.928117270000016,0,Shazar Guest House,1215268,Paktika,3,Giyan,3,Kamal Village,12,Village,15
69.15372261000003,33.74881696000004,2,Tandano School,1301203,Paktya,3,Gardez,1,Tandan,13,Building,1
69.42787573000003,33.32025299000002,3,Moti Mir Khan Jan Shop,1305119,Paktya,3,Wuza Zadran,0,Moti,13,Village,5
69.47151259000002,33.36819073000001,1,Ghorkai Khola Madrassa,1305206,Paktya,2,Wuza Zadran,1,"Ghorkai Khola, Garda Seri",13,Village,5
69.6408519,33.82225021000003,2,Moshaki Mosque,1308136,Paktya,2,Laja Ahmad Khel,0,"Moshaka, Ahmad Khel",13,Village,8
69.75780682000003,33.959307660000015,4,Ahmad Khel School,1307074,Paktya,5,Jaji Aryob,1,Ghonzai Ahmad Khel,13,Building,7
69.81469719000003,33.80420755000006,5,District Clinic,1310156,Paktya,5,Samkani,0,"Chamkani District Center, Shahr-E-Naw",13,Building,10
69.89894358000001,33.31181180000004,2,Boda Khan Mosque,1401009,Khost,4,Khost,2,Shamal Mardi Khel,14,Building,1
70.08591661000006,33.38751826000002,3,Mosque And Hanif Hojra,1401030,Khost,5,Khost,2,Lakan Tang  Tang Village,14,Village,1
69.84322803,33.32453180000004,4,Mohammad Sedeq Highschool,1402082,Khost,5,Manduzay,1,Haider Khel,14,Building,2
69.92525556000002,33.23579392000003,1,Bori Khelo Mosque,1403153,Khost,3,Gurbuz,2,Boro Khel,14,Building,3
69.73450282000003,33.54132235000001,2,Musa Khel District Central Mosque,1405072,Khost,3,Musa Khel,1,Dwa Manda,14,Village,5
69.87863295000004,33.56708909000001,5,Zambar Mosque,1407065,Khost,8,Sabari,3,Zambar,14,Village,7
69.95513079000004,33.50978454000005,4,Kariz Village Mosque,1407066,Khost,7,Sabari,3,Kariz Village,14,Village,7
69.51386090000004,33.20123787000003,7,Spera Village School,1411127,Khost,7,Spera,0,Spera Village,14,Village,11
71.52605763000007,35.22258125000005,3,Naray High School,1515106,Kunar,4,Nari,1,Naray,15,Village,15
71.52608734000003,35.22437725,3,Naray Clinic,1515107,Kunar,4,Nari,1,Naray,15,Village,15
70.00662017000005,33.64565925000003,3,Algada High School,1413101,Khost,5,Jaji Maidan,2,Algada,14,Building,13
70.08891002000006,33.60022662000004,2,Dani School,1413102,Khost,4,Jaji Maidan,2,Dani Khel,14,Village,13
71.11071811000002,34.922304580000045,3,Qamchi High School,1503013,Kunar,4,Watapoor,1,Qamchi,15,Building,3
70.91888888000004,34.685277770000006,3,Kalmani Village Mosque,1509091,Kunar,5,Sawkai,2,Kalmani,15,Village,9
70.90388888000004,34.685277770000006,3,Faizullah School,1509092,Kunar,5,Sawkai,2,Kandaharo Village,15,Building,9
66.90695027000002,36.22178960000005,2,Pul Barq School,2107248,Balkh,3,Sholgara,1,Pul Barq Village,21,Village,7
70.54378042000005,37.10064220000003,4,Aljehad Girls High School,1701010,Badakhshan,5,Faiz Abad,1,Dasht Qorogh,17,Building,1
70.50454605000002,37.05531924000005,2,Yarnasha School,1702045,Badakhshan,3,Argo,1,Yarnasha,17,Building,2
70.52311958000006,36.982143560000026,2,Barlaas-O-Khyan School,1702046,Badakhshan,3,Argo,1,Barlaas-O-Khyan,17,Building,2
70.90225996000002,37.00191069000003,3,Baharestan High School,1706102,Badakhshan,4,Baharak,1,Baharestan,17,Building,6
70.94128452000005,37.00580413000002,2,Malang Aab School,1706103,Badakhshan,3,Baharak,1,Malang Aab,17,Building,6
70.61972725000001,37.47284747000001,2,Pas Pul High School,1708120,Badakhshan,3,Kohistan,1,Pas Pul,17,Building,8
70.66701452000005,37.43655469000003,1,Lakhsh School,1708121,Badakhshan,2,Kohistan,1,Lakhsh,17,Building,8
71.21823047000001,37.051229810000024,1,Ezro School,1712118,Badakhshan,2,Shuhada,1,Ezro,17,Building,12
70.47030525000007,37.60490991000003,2,Ulya Khum School,1714236,Badakhshan,4,Raghistan,2,Ulya Khum,17,Building,14
70.72841121000003,36.533680330000024,2,Aab Ashnam School,1718260,Badakhshan,3,Yamgan,1,Sanawari,17,Building,18
71.46047961000004,37.55671511000002,3,Rahmat High School,1719213,Badakhshan,4,Shighnan,1,Bahshaar,17,Building,19
70.73586388000005,37.942987710000054,2,Pay Mazar School,1721251,Badakhshan,3,Kufab,1,Pay Mazar,17,Building,21
70.64060715000002,38.23828703000002,1,Sang Lech Primary School,1724282,Badakhshan,2,Shiki,1,Sang Lech,17,Village,24
74.00513374000005,37.13775207000002,1,Bozay Gombaad,1728208,Badakhshan,2,Wakhan,1,Pamir,17,Village,28
71.94190902000005,36.743060580000076,1,Langar,1728209,Badakhshan,2,Wakhan,1,Pamir,17,Village,28
69.55080728000004,36.95035103000002,2,Aacha Primary School,1802036,Takhar,3,Hazar Sumuch,1,Aacha,18,Building,2
69.61301701000006,36.44823563000005,1,Khwaja Bana Mosque,1805080,Takhar,2,Chal,1,Khwaja Bana,18,Building,5
69.67668495000001,36.484119280000066,1,Sayaad Mosque,1805193,Takhar,2,Chal,1,Sayaad,18,Building,5
69.87254000000004,36.53298000000005,2,Mohammad Nabi Shaheed High School,1808092,Takhar,3,Farkhar,1,Khufdara,18,Building,8
69.73227441000004,37.22815203000004,3,Hazrat Obai Ibn Kaab School,1810106,Takhar,5,Rustaq,2,Yaka Toot Nawabad,18,Building,10
69.99485915000007,37.194163320000015,2,Dashtak Ulya Secondary School,1810128,Takhar,4,Rustaq,2,Dashtak Ulya,18,Building,10
69.48422777000006,37.198486110000026,2,Bagh Bayan High School,1812171,Takhar,3,Dasht-E-Qala,1,Bagh Bayan,18,Building,12
69.47505833000005,37.20228888000002,3,Ghaz Tipa Mosque,1812172,Takhar,5,Dasht-E-Qala,2,Ghaz Tipa,18,Building,12
69.59364006000003,37.38320828000007,1,Aroq Qashlaq Primary School,1814199,Takhar,2,Khwaja Bahawudin,1,Aroq Qashlaq,18,Building,14
69.95286145000004,37.564688460000056,1,Enjeez Central Mosque,1816145,Takhar,2,Chah Ab,1,Markazi Enjeez,18,Building,16
68.86292863000004,36.716605250000015,3,Women Affairs Department,1901012,Kunduz,7,Kunduz,4,D02 - Nahia 2,19,Building,1
68.94628460000004,36.68827771000008,3,Bagh Meri High School,1901034,Kunduz,4,Kunduz,1,Bagh Meri Payeen,19,Building,1
68.68163358000002,36.828825980000026,2,Wakil Qara High School,1901035,Kunduz,3,Kunduz,1,Wakil Qara,19,Building,1
68.83289682,36.79506760000003,2,Damshaakh Secondary School,1901056,Kunduz,4,Kunduz,2,Damshaakh Aalchin,19,Building,1
68.87198228000004,36.581309100000034,3,Mir Shekh High School,1903130,Kunduz,5,Ali Abad,2,Mir Shekh Village,19,Building,3
69.04026659000002,36.65933467000005,1,Swedan Primary School,1904147,Kunduz,2,Khan Abad,1,Adam Khan Village,19,Building,4
69.17391954000003,36.605914630000015,1,Sweka Mosque,1904148,Kunduz,2,Khan Abad,1,Sweka Village,19,Building,4
69.08243442000006,36.712058620000036,1,Basoos Mosaque,1904167,Kunduz,2,Khan Abad,1,Basoos Village,19,Building,4
69.00045760000005,36.79421081000002,1,Parcha Dasht School,1904168,Kunduz,2,Khan Abad,1,Parcha Dasht Village,19,Building,4
